first name;last name;issue_date;other;title;nachruf/tode;jub;Geburt/Tod;ID
Ceorg;lukacs;10.7.700;Gothepreiss;-;-;-;-;MBNR.6.PER.296
Grich;L’th;12.3.71;Rez,;-;-;-;-;MBNR.6.PER.297
;Iuxremburg;-;Rosa  üchriften  HT  19,%,71;-;-;-;-;MBNR.6.PER.298
Jona;Halachi;10.11.72;;-;Nachruf;-;-;MBNR.6.PER.299
Heinrich;KFann;-;loo,Geburtstag  26,”%,71  i;-;-;-;-;MBNR.6.PER.300
Katja;Hann;-;90  ?7.7,7;-;-;-;-;MBNR.6.PER.301
Elaus;Hann;-;“endenunkt  Rez.  27.?.70;-;-;-;-;MBNR.6.PER.302
;Kann;-;Thomas  H,u.5.Fischer  14.4,7?;-;-;-;-;MBNR.6.PER.303
&lisabeth;IHann-Borgese;-;in  Jerusalem  ?,7,73;-;-;-;-;MBNR.6.PER.304
;Narcus-Uschelbacher;-;Bertha  9  38.8,72;-;-;-;-;MBNR.6.PER.305
Ferbert;Farcuse;-;lehre  29,3,72;-;-;-;-;MBNR.6.PER.306
ludılge;Farcuse;-;HT  ?0.3,71;-;Nachruf;-;-;MBNR.6.PER.307
Richard;iarkel;5.2.71;A,  Hachruf;-;-;-;-;MBNR.6.PER.308
;Narkoriez;-;irnst  70  26,?.71;-;-;-;-;MBNR.6.PER.309
Rixi;Narkus;24.11.72;Biogr.Ri!;-;-;-;-;MBNR.6.PER.310
Earl;Farx;11.6.71;Jüd.Humanismıs;-;-;-;-;MBNR.6.PER.311
;Hasaryk;10.11.72;Thomas  G,  Diskussion  um  N,;-;-;-;-;MBNR.6.PER.312
;Fasereel;-;Frans  1,?,72;-;Nachruf;-;-;MBNR.6.PER.313
Serhard;Nasur;-;Besnr,1S  13,10.72;-;-;-;-;MBNR.6.PER.314
”enta;Haurina;-;Nemoiren  26.°,71;-;-;-;-;MBNR.6.PER.315
Kurt;Hay;-;75  HT  1%.%,71;-;-;-;-;MBNR.6.PER.316
Richard;Hayer;-;10,.1°,71;-;Nachruf;-;-;MBNR.6.PER.317
lI.;Heier-Croneneyer;3.1.70;"""Jid.Jugendbewer""  Nez.";-;-;-;-;MBNR.6.PER.318
larcus;Melchior;-;“achmuf  5.7,70;Rabb.;-;-;-;MBNR.6.PER.319
Kurt;kendelschn;7.9.73;Jona;-;Nachruf;-;-;MBNR.6.PER.320
lioses;lenlelssohn;15.10.71;Schriften;-;-;-;-;MBNR.6.PER.321
Fierre;Kend&s-ranse;-;(Familie)  ??.1.71;-;-;-;-;MBNR.6.PER.322
Xudolfine;enzel;18.5.73;;-;Nachruf;-;-;MBNR.6.PER.323
inir®;Neyer;14.9.9;85;-;-;-;-;MBNR.6.PER.324
;leyer;-;Franz  Elieser  llachruf  ?,6.7?;-;-;-;-;MBNR.6.PER.325
;Meyer;29.1.71;Herrmann  4.2.  70;-;-;-;-;MBNR.6.PER.326
Giacomo;Heyerbeer;7.5.71;Briefrrechsel  Rı!;-;-;-;-;MBNR.6.PER.327
Dolf;Kichaelis;21.7.72;Zeichnungen;-;-;-;-;MBNR.6.PER.328
Darius;ilnaud;15.9.72;80  ;-;-;-;-;MBNR.6.PER.329
;Nillner;-;Fritz  lo.Todestax  30.%.75;-;-;-;-;MBNR.6.PER.330
Alfred;Monbert;-;1l0o00.Geburtstag  4.2512;-;-;-;-;MBNR.6.PER.331
Kurt;cesberr;21.7.7?;Timnapavillon;-;-;-;-;MBNR.6.PER.332
Hans;Wosbscher;-;90  21,4,  Te;-;-;-;-;MBNR.6.PER.333
arparete;loses;-;Radioansprache  (Agnon)  °6.”.71;-;-;-;-;MBNR.6.PER.334
Siegfried;ioses;-;Brief  gegen  K,J.Herrmann  *0,1.70;-;-;-;-;MBNR.6.PER.335
;Notüulski;-;Julius  80  %31.1°.71;-;-;-;-;MBNR.6.PER.336
"u.""langener";s;-;"Kreis"":  27,1.72";-;-;-;-;MBNR.6.PER.337
;Huntner;26.1.73;Siissman  Öachruf;-;-;-;-;MBNR.6.PER.338
;Hachzansohn;14.2.7?;[rof,David  Ehrung  \ieizmamninstit,;-;-;-;-;MBNR.6.PER.339
Lewis;Namir;-;Biogr.Ri!  17,9,71;-;-;-;-;MBNR.6.PER.340
2ron;Nath;12.5.72;HT;-;Nachruf;-;-;MBNR.6.PER.341
kax;Nathan;10.7.70;1,Todestag;-;-;-;-;MBNR.6.PER.342
Sierbert;heufeld;-;lachruf  HT  %,29,71;Rabb.;-;-;-;MBNR.6.PER.343
Erich;Ney;19.4.70;1,.Todestar;-;-;-;-;MBNR.6.PER.344
Rina;Nikova;-;Nachmıf  15,9,.72;-;-;-;-;MBNR.6.PER.345
lehenia;Hobel;-;A,  loo,Geburtstar  20,73,7?;-;-;-;-;MBNR.6.PER.346
;Nussbaum;24.7.70;Anna  80;-;-;-;-;MBNR.6.PER.347
;Offenbach;-;Jacnues  150.Ceburtstag  25.9,70;-;-;-;-;MBNR.6.PER.348
;Offenbacher;-;Sieefr.I.Fritz  27,.?,70;-;Nachruf;-;-;MBNR.6.PER.349
;Öllendorff;-;Franz  70  20.%,70;-;-;-;-;MBNR.6.PER.350
;Onmenheimer;-;Franz  \erk  ?.2.7;-;-;-;-;MBNR.6.PER.351
;Öpnenheiner;-;luävig  Jehuda  75  ?0.10.72;-;-;-;-;MBNR.6.PER.352
;Oprecht;24.12.71;Emil  (Diss.);-;-;-;-;MBNR.6.PER.353
Carl;Ossietzky;-;v.  lehrstuhl  Bonn  auf  Namen  0,  ?,7,77;-;-;-;-;MBNR.6.PER.354
Bruno;Cstror'ski;5.3.71;Nachmf;-;-;-;-;MBNR.6.PER.355
ämos;Oz;28.7.72;"""Hein  Hichael""  Ri";-;-;-;-;MBNR.6.PER.356
;Per];-;‘alter  23,2.73;-;Nachruf;-;-;MBNR.6.PER.357
Alfr.i.;Philipvn;-;Rabb  Alfr.i.;Rabb.;-;-;-;MBNR.6.PER.358
Tablo;Picasso;27.4.7;;-;Nachruf;-;-;MBNR.6.PER.359
ärie;Pincus;-;lIouis  HT  2,8,73;-;Nachruf;-;-;MBNR.6.PER.360
Ludriz;Finner;-;80  HT  %0.1.70;-;-;-;-;MBNR.6.PER.361
kurt;Finthus;-;85  2,7.71;-;-;-;-;MBNR.6.PER.362
;Plonsker;-;ans  75  14.1,72;-;-;-;-;MBNR.6.PER.363
öhoshana;Tomer;-;15,6.73;-;Nachruf;-;-;MBNR.6.PER.364
ävieder;forath;-;Nachmf  5,.1,7;-;-;-;-;MBNR.6.PER.365
;Porath;-;»phraim  schloschim  12.%,71;-;-;-;-;MBNR.6.PER.366
Chajim;Fotok;24.02.73;"""Erwählte""";-;-;-;-;MBNR.6.PER.367
lizra;Pound;24.11.72;“achruf;-;-;-;-;MBNR.6.PER.368
Joseph;Fraser;5.6.70;85  HT  £;-;-;-;-;MBNR.6.PER.369
''alter;Freuss;-;75    2%.1.70;-;-;-;-;MBNR.6.PER.370
;Frinesheim;-;Klaus  Todesnachr.??.1?,.7?;-;-;-;-;MBNR.6.PER.371
Zionah;Raban;-;rinnerungen  ?7.4.73;-;-;-;-;MBNR.6.PER.372
Jenny;Radt;6.10.72;“achruf;-;-;-;-;MBNR.6.PER.373
Jacob;Raphael;20.32.71;(let  ny  people  ro);-;Nachruf;-;-;MBNR.6.PER.374
;Rathenau;-;\ialther  50.Todestag  2?,6,7?;-;-;-;-;MBNR.6.PER.375
Arthur;Nau;4.2.72;10.Todestaz;-;-;-;-;MBNR.6.PER.376
lax;Reger;30.73.73;loo.Geburtstag;-;-;-;-;MBNR.6.PER.377
Eva;Reichmann;-;G.  75  HT  14,1.72;-;-;-;-;MBNR.6.PER.378
Kax;Rteinhardt;10.7.70;Ausstellg  Habina;-;-;-;-;MBNR.6.PER.379
Heinrich;Renrstorf;-;"""Kirche  u..öynasore""  Nez.  20,1,.71";-;-;-;-;MBNR.6.PER.380
leo;Reuss/Reiss);-;Mimikry  HT  23,7.71;-;-;-;-;MBNR.6.PER.381
Dov;Ringart;15.12.72;Berl;-;Nachruf;-;-;MBNR.6.PER.382
Joserh;Rivlin;-;Joel  23,4,71;-;Nachruf;-;-;MBNR.6.PER.383
;Robinson;-;Shaul  B,  E53  28,4,7?2;-;Nachruf;-;-;MBNR.6.PER.384
;toch;23.4.71;Samuel;-;Todesanzeige;-;-;MBNR.6.PER.385
Finchas;Nosen;28.4.72;85;-;-;-;-;MBNR.6.PER.386
;Rosenbawun;21.7.72;Bluard  85  HT;-;-;-;-;MBNR.6.PER.387
;Rosenheim;-;Jacob  Erinnerungen  23,6.7?;-;-;-;-;MBNR.6.PER.388
;Rosenstock-Hiissy;9.7.73;Eugen  Tolesnachr,;-;-;-;-;MBNR.6.PER.389
Manfred;tosenthal;19.11.71;5.Todestar;-;-;-;-;MBNR.6.PER.390
Hordechai;Rosenthaler;-;H,  70  24,3,73;-;-;-;-;MBNR.6.PER.391
;Rosenzweig;-;"Franz  ""Stem""hebr.  27.*%,70";-;-;-;-;MBNR.6.PER.392
;Roth;15.08.71;!rnst  Todesnachr,;-;-;-;-;MBNR.6.PER.393
;Roth;15.10.71;Joserh  Biogr.;-;-;-;-;MBNR.6.PER.394
;Rothschild;-;"""li  ""Neilensteine""(Hrsg)  Rez.  ?9,.%,7?";-;-;-;-;MBNR.6.PER.395
;Rothschild;-;"eier  H,  ""Hachalukah""  Bez  ES  ?9,”,7°";-;-;-;-;MBNR.6.PER.396
ärthur;Runrin;-;*o,Todestag  29,12.7?;-;-;-;-;MBNR.6.PER.397
lord;Russell;-;Bertrani  lachruf  ?0,2.70;-;-;-;-;MBNR.6.PER.398
Aapeli/frof);Saarisalo;-;\irdigune  12,5.72;-;-;-;-;MBNR.6.PER.399
Nelly;Sachs;-;HT  22,5.70;-;Nachruf;-;-;MBNR.6.PER.400
dsar;salin;10.3.7?;So;-;-;-;-;MBNR.6.PER.401
Martin;Salinger;-;30,4,71;-;Nachruf;-;-;MBNR.6.PER.402
Karel;Salomon;-;75  10.11,72;-;-;-;-;MBNR.6.PER.403
Georg;Salomonski;10.4.70;75;-;-;-;-;MBNR.6.PER.404
Georg;Salzberrer;-;Rabb  Georg;Rabb.;-;-;-;MBNR.6.PER.405
Sch.;Schalom;1.6.7?;Autobiogr,;-;-;-;-;MBNR.6.PER.406
Salman;Schasar;-;Schriften  29,%,72;-;-;-;-;MBNR.6.PER.407
Schimon;Schereschewskv;11.12.70;70;-;-;-;-;MBNR.6.PER.408
Abraham;Schlonski;13.7.73;"""Orlogin""";-;-;-;-;MBNR.6.PER.409
;Schneider;-;Iambert  70  E35  1,5.70;-;-;-;-;MBNR.6.PER.410
Arthur;Schnitzler;-;Briefwechsel  m.leinhardt  ?0.2.71;-;-;-;-;MBNR.6.PER.411
Heinrich;Schnitzler;-;70  HT  3,02,72;-;-;-;-;MBNR.6.PER.412
Uli;Schocken(Lfroni);-;schloschim  ?%,*,71;-;-;-;-;MBNR.6.PER.413
;Scholem;-;Gershm  75  HT%S,B  8,2.7;-;-;-;-;MBNR.6.PER.414
;Schön;-;Wolff  Willy  3,.%,72;-;Nachruf;-;-;MBNR.6.PER.415
Arnolä;Sch“nberg;-;S-Haus  Moedling  HT  ?1.°,71;-;-;-;-;MBNR.6.PER.416
Mosche;Schrarz;-;Karl{Craz)  16.”,7%;-;Nachruf;-;-;MBNR.6.PER.417
\alter;Schvarz;-;"""In  d.ind  gesrrochen""  17,7.10";-;-;-;-;MBNR.6.PER.418
Wdwie;Schrerin;11.7.72;75;-;-;-;-;MBNR.6.PER.419
;Schrersenz;-;"Jizchak(u.  Bith  ""olff)  Rez,  2,6.73";-;-;-;-;MBNR.6.PER.420
Ians;Se&lenfreuni;-;70  ?4,.11.72;-;-;-;-;MBNR.6.PER.421
Ahraham;Selinrer;-;Rami  ?0.10.7?;-;Nachruf;-;-;MBNR.6.PER.422
Kurt;Selln(Steinberr);-;?%0.1.70;-;Nachruf;-;-;MBNR.6.PER.423
Leopold;Senghor;-;5.  Afrik.Negertum  °.17.71;-;-;-;-;MBNR.6.PER.424
Bemard;Shar;-;"Üssays  "".6.73";-;-;-;-;MBNR.6.PER.425
'salman;Shazar;-;s.öchasar;-;-;-;-;MBNR.6.PER.426
Nartin;Siere]l;24.11.77;Tarebuch;Rabb.;-;-;-;MBNR.6.PER.427
Arthur;Siev(Silberstein);17.11.72;75;-;-;-;-;MBNR.6.PER.428
Qurt;Silhermann;1.5.70;60  fTestschr,;-;-;-;-;MBNR.6.PER.429
;Simon;-;rnst  A,  “ie  ich  Zion!st  mınde  17.4,72;-;-;-;-;MBNR.6.PER.430
;Simon;-;!rnst  ütan(Rehovot)  Hachruf  4,5.7?;-;-;-;-;MBNR.6.PER.431
;Simonsohn;-;Berthold  60  21.*.72;-;-;-;-;MBNR.6.PER.432
;Sinasohn;15.17.77?;[ax  8%;-;-;-;-;MBNR.6.PER.433
;Sinasohn;-;Rahel  Ruth  Nachmf  1°,%.70;-;-;-;-;MBNR.6.PER.434
;Siniler;71.1.7?;Adolf  (rest.1965)riedensbotschaft;-;-;-;-;MBNR.6.PER.435
iendel;Sineer;5.11.70;To;-;-;-;-;MBNR.6.PER.436
Wudolf;"Si""ron/Hoffnunr)";19.1.7?;;-;Nachruf;-;-;MBNR.6.PER.437
li;Smoirn;72.10.71;sche  10.Todestas;-;-;-;-;MBNR.6.PER.438
Alexander;Solschenizyn;-;Nobelpreis  HT  2%,10.70;-;-;-;-;MBNR.6.PER.439
;Snerber;6.3.71;Hands  Bayer.Freis;-;-;-;-;MBNR.6.PER.440
ürika;Spiegel;2.1.71;"""Neue  Städte  in  Israel""";-;-;-;-;MBNR.6.PER.441
"""ugen";Spiro;13.20.77;Tedesnachr.;-;-;-;-;MBNR.6.PER.442
Georg;Spiro;10.11.72;Fachruf;-;-;-;-;MBNR.6.PER.443
Moritz;Snitzer;10.7.70;70  IT;-;-;-;-;MBNR.6.PER.444
Adolf;Stand;-;Hachruf  17,.5,72;-;-;-;-;MBNR.6.PER.445
;Stein;19.11.71;Nadia  lo.Todestae;-;-;-;-;MBNR.6.PER.446
Siegbkert;Stein;-;16,%.73;-;Todesanzeige;-;-;MBNR.6.PER.447
Gerson;Stern;11.2.7?;"1"",Todestar  RW";-;-;-;-;MBNR.6.PER.448
;Stern;-;“illian  1loo.Gehurtstags  ?.4.71;-;-;-;-;MBNR.6.PER.449
Selma;Stern-Tiubler;31.7.70;80  HT;-;-;-;-;MBNR.6.PER.450
;Sternherg;-;"rich  \alter  80  11;:6,71";-;-;-;-;MBNR.6.PER.451
lalter;Stiel;-;lachruf  %0.%.73;-;-;-;-;MBNR.6.PER.452
Robert;Stolz;21.82.70;90;-;-;-;-;MBNR.6.PER.453
Rahel;Straus;-;ihhrung  Jerusalem  4,8,72;-;-;-;-;MBNR.6.PER.454
Georg;Strauss;17.9.71;Hagische  Kette(Flusser);-;-;-;-;MBNR.6.PER.455
lieinrich;Strausa;-;Kunst-Buch  Rez,Nichaelis  Rs;-;-;-;-;MBNR.6.PER.456
Rarhael;Strauss;30.4.71;HT;-;Nachruf;-;-;MBNR.6.PER.457
'ichaml;Strauss;-;Umstrittene  Oper  20.®.71;-;-;-;-;MBNR.6.PER.458
Igor;Strawinsky;23.4.71;in  menorian;-;-;-;-;MBNR.6.PER.459
Hans;Stuckenschmidt;12.11.71;H.  70;-;-;-;-;MBNR.6.PER.460
lanfrei;Sturmann;30.3.73;70;-;-;-;-;MBNR.6.PER.461
Joachin;Stutschewsky;5.7.71;80;-;-;-;-;MBNR.6.PER.462
Henrietta;Szol@;20.72.70;25.Todestar;-;-;-;-;MBNR.6.PER.463
Joseph;Tal;-;Israelpreis  ?2.5.70;-;-;-;-;MBNR.6.PER.464
David;Tanne;-;äachruf  HT  20,8.73;-;-;-;-;MBNR.6.PER.465
Fritz;Tau;23.3.7;To;-;-;-;-;MBNR.6.PER.466
lax;Tau;19.4.70;dün.Treis;-;-;-;-;MBNR.6.PER.467
iichael;Taube;-;20  17.%.70;-;-;-;-;MBNR.6.PER.468
;Tietz;14.4.72;larzaret;-;Nachruf;-;-;MBNR.6.PER.469
Fritz;Toby;10.10.73;P.;-;Nachruf;-;-;MBNR.6.PER.470
Amold;Toynbee;4.17.70;fez.Gottgetreu;-;-;-;-;MBNR.6.PER.471
mst;Tryfus;7.1.72;75;-;-;-;-;MBNR.6.PER.472
lleinz;Ullstein;-;Tolesnachricht  23,.*%,7%;-;-;-;-;MBNR.6.PER.473
Johannes;Urzidil;20.11.70;IT;-;Nachruf;-;-;MBNR.6.PER.474
Rahel;Yarnharen;-;s.Levin-V.,R.;-;-;-;-;MBNR.6.PER.475
Roland;deVaur;1.10.71;Hachmuf;-;-;-;-;MBNR.6.PER.476
Naoul;Wa]lenberr;4.8.7?;:  Gedenken;-;-;-;-;MBNR.6.PER.477
Erie;Yarburz;-;|.  70  19,4.70;-;-;-;-;MBNR.6.PER.478
Furt;Yeill;-;Vrauffe.Chorrer«  ?3.7.71;-;-;-;-;MBNR.6.PER.479
Nabb.Abr.;einer;15.1.71;Tachruf;-;-;-;-;MBNR.6.PER.480
lieyer;Jeiseal;-;Autobiogr.Rüi  10.%.72;-;-;-;-;MBNR.6.PER.481
Chhim;eizmann;-;Briefe  %X'  ?1.5.71;-;-;-;-;MBNR.6.PER.482
Robert;Weltsch;1.6.71;80  HT  \;-;-;-;-;MBNR.6.PER.483
Curt;A]k;26.1.73;Hachruf;-;-;-;-;MBNR.6.PER.484
Gertmid;Zadik;-;?0.10.72;-;Nachruf;-;-;MBNR.6.PER.485
;Zimmermann;-;Irhak  ?0.2.70;-;Nachruf;-;-;MBNR.6.PER.486
Hermann;Zonlek;10.10.7%;Antobiorr.;-;-;-;-;MBNR.6.PER.487
;Zoniek;7.1.70;Jam.  Georg  Talesnachricht(1%.1.);-;-;-;-;MBNR.6.PER.488
Carl;Zuckmayer;17.11.77;Heinepreis;-;-;-;-;MBNR.6.PER.489
lax;Zweie;23.6.72;So;-;-;-;-;MBNR.6.PER.490
